Data Source File,middle-names.txt
Memory Manager Type,First Fit
Total Memory Allocated by sbrk (bytes),16856
Size of freedMBList,1757
Size of allocMBList,950
Number of Times Blocks were Split,852
Number of Times Blocks were Merged,595
freedMBList:
Memory Block Address,Size,Content Starting Address,Contents
0x55b36306b280,5,0x55b3630723c0,Levy
0x55b36306b3c0,4,0x55b363072420,Lew
0x55b36306b480,6,0x55b363072480,Lewes
0x55b36306b540,6,0x55b3630724e0,Lewie
0x55b36306b7c0,7,0x55b363072540,Lewiss
0x55b36306b880,7,0x55b3630725a0,Lezley
0x55b36306bc80,5,0x55b363072600,Liam
0x55b36306bd00,5,0x55b363072620,Lief
0x55b36306bf00,4,0x55b363072680,Lin
0x55b36306bfc0,5,0x55b3630726e0,Linc
0x55b36306c1c0,8,0x55b363072740,Lincoln
0x55b36306c300,5,0x55b3630727a0,Lind
0x55b36306c3c0,7,0x55b363072800,Lindon
0x55b36306c4a0,8,0x55b363072860,Lindsay
0x55b36306c560,8,0x55b3630728c0,Lindsey
0x55b36306c740,6,0x55b363072920,Lindy
0x55b36306c680,5,0x55b363072940,Link
0x55b36306c840,5,0x55b3630729a0,Linn
0x55b36306ca20,7,0x55b363072a00,Linoel
0x55b36306cae0,6,0x55b363072a60,Linus
0x55b36306cba0,5,0x55b363072ac0,Lion
0x55b36306cc20,7,0x55b363072b20,Lionel
0x55b36306cce0,9,0x55b363072b80,Lionello
0x55b36306cda0,6,0x55b363072ba0,Lisle
0x55b36306ce60,10,0x55b363072c00,Llewellyn
0x55b36306cf20,6,0x55b363072c60,Lloyd
0x55b36306d0a0,10,0x55b363072cc0,Llywellyn
0x55b36306d020,5,0x55b363072ce0,Lock
0x55b36306d220,6,0x55b363072d40,Locke
0x55b36306d2e0,9,0x55b363072da0,Lockwood
0x55b36306d460,9,0x55b363072e00,Lodovico
0x55b36306d660,6,0x55b363072e60,Logan
0x55b36306d8e0,8,0x55b363072ec0,Lombard
0x55b36306d5a0,4,0x55b363072f20,Lon
0x55b36306da60,8,0x55b363072f80,Lonnard
0x55b36306d760,7,0x55b363072fa0,Lonnie
0x55b36306d820,6,0x55b363072fc0,Lonny
0x55b36306dbe0,7,0x55b363072fe0,Lorant
0x55b36306dc60,6,0x55b363073040,Loren
0x55b36306dd60,7,0x55b3630730a0,Lorens
0x55b36306dea0,8,0x55b363073100,Lorenzo
0x55b36306dfe0,6,0x55b363073160,Lorin
0x55b36306e120,6,0x55b363073180,Lorne
