Data Source File,_data/middle-names.txt
Memory Manager Type,Worst Fit
Total Memory Allocated by sbrk (bytes),17039
Size of freedMBList,2056
Size of allocMBList,867
Number of Times Blocks were Split,1180
Number of Times Blocks were Merged,624
freedMBList:
Memory Block Address,Size,Content Starting Address,Contents
0x562aa990b060,5,0x562aa98c1920,Giff
0x562aa98bb1d0,7,0x562aa98c19a0,Joshua
0x562aa990b0c0,6,0x562aa98c1a40,Giffy
0x562aa98bba30,4,0x562aa98c1aa0,Gil
0x562aa98bc130,6,0x562aa98c1b80,Giles
0x562aa98fa4c0,5,0x562aa98c1be0,Gill
0x562aa98fa740,5,0x562aa98c1cc0,Gino
0x562aa98fc8c0,5,0x562aa98c1fe0,Glen
0x562aa98fcdc0,6,0x562aa98c2080,Glenn
0x562aa98fcf00,5,0x562aa98c20e0,Glyn
0x562aa98fd180,6,0x562aa98c2100,Glynn
0x562aa98bced0,6,0x562aa98c23c0,Judah
0x562aa98fee40,6,0x562aa98c23e0,Goran
0x562aa98fef00,6,0x562aa98c2540,Gordy
0x562aa98ff200,6,0x562aa98c25e0,Grace
0x562aa98ff540,6,0x562aa98c2680,Grady
0x562aa9900280,6,0x562aa98c2760,Graig
0x562aa9900a00,5,0x562aa98c27c0,Gram
0x562aa9901200,5,0x562aa98c2820,Gran
0x562aa9901280,6,0x562aa98c2940,Grant
0x562aa98d7740,8,0x562aa98c2980,Rickard
0x562aa9901300,5,0x562aa98c2aa0,Gray
0x562aa9901740,5,0x562aa98c2b00,Greg
0x562aa9901b40,6,0x562aa98c2b20,Gregg
0x562aa98c2180,4,0x562aa98c2ce0,Jim
0x562aa98c3640,9,0x562aa98c2d20,Jonathan
0x562aa99039c0,6,0x562aa98c2d40,Griff
0x562aa9903d40,5,0x562aa98c2ea0,Gris
0x562aa9903f40,5,0x562aa98c2f40,Griz
0x562aa9904c80,6,0x562aa98c2f60,Grove
0x562aa9904fc0,6,0x562aa98c3040,Guido
0x562aa9906840,4,0x562aa98c3160,Gun
0x562aa990a1c0,4,0x562aa98c3300,Gus
0x562aa990abe0,5,0x562aa98c3320,Guss
0x562aa990a220,4,0x562aa98c3580,Guy
0x562aa990b6c0,4,0x562aa98c35e0,Had
0x562aa98c5260,7,0x562aa98c3760,Renaud
0x562aa990b720,4,0x562aa98c38c0,Hal
0x562aa990b780,5,0x562aa98c38e0,Hale
0x562aa990a640,5,0x562aa98c3980,Hall
0x562aa990bc80,4,0x562aa98c3aa0,Ham
0x562aa98bf340,4,0x562aa98c3d20,Joe
0x562aa990baa0,5,0x562aa98c3d40,Hank
0x562aa990a100,5,0x562aa98c3d60,Hans
0x562aa98c7d20,5,0x562aa98c3e60,Joey
0x562aa99035e0,8,0x562aa98c3ea0,Reynold
0x562aa98d6560,10,0x562aa98c3fa0,Reginauld
0x562aa98c5c20,6,0x562aa98c4120,Jorge
0x562aa990a760,5,0x562aa98c4140,Harp
0x562aa98d5d80,7,0x562aa98c4180,Reggie
0x562aa98d2420,5,0x562aa98c41c0,Rich
0x562aa98d89a0,4,0x562aa98c4240,Rem
0x562aa990aa60,5,0x562aa98c4260,Hart
0x562aa990b000,5,0x562aa98c4300,Harv
0x562aa98bc2d0,7,0x562aa98c4540,Jimmie
0x562aa98d7480,8,0x562aa98c4580,Renault
0x562aa98bc2b0,10,0x562aa98c4780,Johnathan
