Data Source File,first-names.txt
Memory Manager Type,First Fit
Total Memory Allocated by sbrk (bytes),21435
Size of freedMBList,2421
Size of allocMBList,990
Number of Times Blocks were Split,1180
Number of Times Blocks were Merged,759
freedMBList:
Memory Block Address,Size,Content Starting Address,Contents
0x55f371564b30,6,0x55f37156b610,Danni
0x55f371564d70,7,0x55f37156b670,Dannie
0x55f371564cf0,6,0x55f37156b690,Danny
0x55f371564e70,7,0x55f37156b6f0,Dannye
0x55f371564ff0,6,0x55f37156b750,Danya
0x55f371565170,9,0x55f37156b7b0,Danyelle
0x55f3715653b0,9,0x55f37156b810,Danyette
0x55f371565570,8,0x55f37156b830,Daphene
0x55f3715650b0,7,0x55f37156b850,Daphna
0x55f371565330,7,0x55f37156b870,Daphne
0x55f371563f30,5,0x55f37156b890,Dara
0x55f371564130,5,0x55f37156b8b0,Darb
0x55f3715657b0,7,0x55f37156b910,Darbie
0x55f3715656b0,6,0x55f37156b930,Darby
0x55f3715658b0,7,0x55f37156b990,Darcee
0x55f371565970,7,0x55f37156b9f0,Darcey
0x55f371565a30,6,0x55f37156ba50,Darci
0x55f371565af0,7,0x55f37156bab0,Darcie
0x55f371565bf0,6,0x55f37156bb10,Darcy
0x55f371565cf0,6,0x55f37156bb70,Darda
0x55f371565f30,7,0x55f37156bbd0,Dareen
0x55f3715660b0,7,0x55f37156bc30,Darell
0x55f371566170,8,0x55f37156bc90,Darelle
0x55f3715652b0,5,0x55f37156bcb0,Dari
0x55f3715661f0,6,0x55f37156bd10,Daria
0x55f3715662f0,7,0x55f37156bd70,Darice
0x55f3715664b0,6,0x55f37156bdd0,Darla
0x55f3715665f0,8,0x55f37156bdf0,Darleen
0x55f371566670,8,0x55f37156be50,Darlene
0x55f371566730,8,0x55f37156beb0,Darline
0x55f3715667f0,9,0x55f37156bf10,Darlleen
0x55f371566930,6,0x55f37156bf70,Daron
0x55f371566af0,9,0x55f37156bfd0,Darrelle
0x55f371566bf0,7,0x55f37156c030,Darryl
0x55f371566d30,7,0x55f37156c050,Darsey
0x55f371566db0,7,0x55f37156c0b0,Darsie
0x55f3715669f0,6,0x55f37156c0d0,Darya
0x55f371566e70,6,0x55f37156c130,Daryl
0x55f371566f30,6,0x55f37156c190,Daryn
0x55f371566ff0,6,0x55f37156c1f0,Dasha
0x55f371567070,5,0x55f37156c250,Dasi
0x55f3715670f0,6,0x55f37156c2b0,Dasie
0x55f371567230,6,0x55f37156c310,Dasya
0x55f3715673f0,6,0x55f37156c370,Datha
0x55f371567470,6,0x55f37156c3d0,Daune
0x55f371567730,7,0x55f37156c3f0,Daveen
0x55f3715677b0,7,0x55f37156c450,Daveta
0x55f3715678f0,7,0x55f37156c4b0,Davida
0x55f3715679b0,7,0x55f37156c510,Davina
0x55f371567a70,7,0x55f37156c570,Davine
0x55f371567b70,7,0x55f37156c5d0,Davita
0x55f3715674f0,5,0x55f37156c5f0,Dawn
0x55f3715675f0,6,0x55f37156c610,Dawna
0x55f371567c30,6,0x55f37156c630,Dayle
0x55f371567cf0,6,0x55f37156c690,Dayna
0x55f371567d70,6,0x55f37156c6f0,Ddene
0x55f37155c8a0,3,0x55f37156c710,De
0x55f371567e30,6,0x55f37156c770,Deana
0x55f371567fb0,6,0x55f37156c7d0,Deane
0x55f371568030,7,0x55f37156c830,Deanna
0x55f371568130,7,0x55f37156c890,Deanne
0x55f371567c50,4,0x55f37156c8b0,Deb
0x55f3715681b0,6,0x55f37156c910,Debbi
0x55f3715682b0,7,0x55f37156c970,Debbie
0x55f371568370,6,0x55f37156c9d0,Debby
0x55f371568470,6,0x55f37156ca30,Debee
0x55f371568530,7,0x55f37156ca90,Debera
0x55f3715685f0,5,0x55f37156caf0,Debi
0x55f371568670,6,0x55f37156cb50,Debor
0x55f3715687f0,7,0x55f37156cbb0,Debora
0x55f3715689b0,8,0x55f37156cc10,Deborah
0x55f371568ab0,6,0x55f37156cc70,Debra
0x55f371568b70,5,0x55f37156ccd0,Dede
0x55f371568d70,6,0x55f37156cd30,Dedie
0x55f371568df0,6,0x55f37156cd90,Dedra
0x55f37155ca60,4,0x55f37156cdb0,Dee
0x55f3715ab1f0,4,0x55f37156cdd0,Dee
0x55f37155b4c0,4,0x55f37156cdf0,Dee
0x55f371568e70,7,0x55f37156ce50,Deeann
0x55f371568f70,8,0x55f37156ceb0,Deeanne
0x55f3715690b0,7,0x55f37156cf10,Deedee
0x55f371569230,6,0x55f37156cf70,Deena
0x55f37156cf30,8,0x55f37156cfd0,Deerdre
0x55f37156cf90,6,0x55f37156d030,Deeyn
0x55f37156cff0,7,0x55f37156d090,Dehlia
0x55f37156d050,7,0x55f37156d0b0,Deidre
0x55f37156ced0,6,0x55f37156d110,Deina
0x55f37156d0d0,8,0x55f37156d170,Deirdre
0x55f3715abfd0,4,0x55f37156d190,Del
0x55f37156d130,5,0x55f37156d1f0,Dela
0x55f37156d1b0,8,0x55f37156d250,Delcina
0x55f37156ce70,8,0x55f37156d2b0,Delcine
0x55f37156d210,6,0x55f37156d2d0,Delia
0x55f37156d270,7,0x55f37156d330,Delila
0x55f37156d2f0,8,0x55f37156d390,Delilah
0x55f37156ce10,8,0x55f37156d3f0,Delinda
0x55f37156d350,5,0x55f37156d410,Dell
0x55f37156d3b0,6,0x55f37156d470,Della
0x55f37156cc90,6,0x55f37156d4d0,Delly
0x55f37156cc30,7,0x55f37156d530,Delora
0x55f37156cbd0,8,0x55f37156d590,Delores
0x55f37156cb70,8,0x55f37156d5f0,Deloria
0x55f37156d5b0,8,0x55f37156d650,Deloris
0x55f37156d610,9,0x55f37156d6b0,Delphine
0x55f37156cb10,10,0x55f37156d6d0,Delphinia
0x55f37156d670,8,0x55f37156d730,Demeter
0x55f37156ca50,8,0x55f37156d750,Demetra
0x55f37156c990,9,0x55f37156d7b0,Demetria
0x55f37156c930,9,0x55f37156d810,Demetris
0x55f37156d770,5,0x55f37156d870,Dena
0x55f37156c7f0,5,0x55f37156d8d0,Deni
0x55f37156c730,7,0x55f37156d930,Denice
0x55f37156c590,7,0x55f37156d950,Denise
0x55f37156d890,6,0x55f37156d970,Denna
0x55f37156c530,6,0x55f37156d9d0,Denni
0x55f37156c470,7,0x55f37156da30,Dennie
0x55f37156d9f0,6,0x55f37156da50,Denny
0x55f37156c410,5,0x55f37156dab0,Deny
0x55f37156da70,6,0x55f37156db10,Denys
